,Unnamed: 0_x,date,country,id,start,end,severity,status,location,service_name,number_affected_products,city,Unnamed: 0_y,Start Date,End Date,Geo Locations,Disaster Type,Total Damages,Total Deaths,Total Affected
554,611,2022-10-01,Canada,CAbbaRV5dc3LdkjJ8mt3,2022-09-29T21:53:14+00:00,2022-10-01T22:24:21+00:00,low,SERVICE_INFORMATION,northamerica-northeast1,Google Kubernetes Engine,1.0,Montréal,3253,,,,,,,
555,612,2022-10-01,Canada,fSKnyAispFXgYg5AnEW9,2022-09-27T12:58:00+00:00,2022-10-03T16:00:00+00:00,medium,SERVICE_DISRUPTION,northamerica-northeast1,Cloud Memorystore,1.0,Montréal,3253,,,,,,,
556,613,2022-10-01,Brazil,CAbbaRV5dc3LdkjJ8mt3,2022-09-29T21:53:14+00:00,2022-10-01T22:24:21+00:00,low,SERVICE_INFORMATION,southamerica-east1,Google Kubernetes Engine,1.0,São Paulo,3241,,,,,,,
557,614,2022-10-01,Brazil,fSKnyAispFXgYg5AnEW9,2022-09-27T12:58:00+00:00,2022-10-03T16:00:00+00:00,medium,SERVICE_DISRUPTION,southamerica-east1,Cloud Memorystore,1.0,São Paulo,3241,,,,,,,
558,615,2022-10-01,Chile,CAbbaRV5dc3LdkjJ8mt3,2022-09-29T21:53:14+00:00,2022-10-01T22:24:21+00:00,low,SERVICE_INFORMATION,southamerica-west1,Google Kubernetes Engine,1.0,Santiago,3229,,,,,,,
559,616,2022-10-01,Chile,fSKnyAispFXgYg5AnEW9,2022-09-27T12:58:00+00:00,2022-10-03T16:00:00+00:00,medium,SERVICE_DISRUPTION,southamerica-west1,Cloud Memorystore,1.0,Santiago,3229,,,,,,,
560,617,2022-10-01,USA,CAbbaRV5dc3LdkjJ8mt3,2022-09-29T21:53:14+00:00,2022-10-01T22:24:21+00:00,low,SERVICE_INFORMATION,us-central1,Google Kubernetes Engine,1.0,Council Bluffs,3327,2022-09-28,2022-10-02,"North Carolina (Adm1). Charlotte, Lee (Adm2). ",Storm,100000000.0,152.0,
561,618,2022-10-01,USA,fSKnyAispFXgYg5AnEW9,2022-09-27T12:58:00+00:00,2022-10-03T16:00:00+00:00,medium,SERVICE_DISRUPTION,us-central1,Cloud Memorystore,1.0,Council Bluffs,3327,2022-09-28,2022-10-02,"North Carolina (Adm1). Charlotte, Lee (Adm2). ",Storm,100000000.0,152.0,
562,623,2022-10-02,Taiwan,fSKnyAispFXgYg5AnEW9,2022-09-27T12:58:00+00:00,2022-10-03T16:00:00+00:00,medium,SERVICE_DISRUPTION,asia-east1,Cloud Memorystore,1.0,Changhua County,3532,,,,,,,
563,624,2022-10-02,Hong Kong,fSKnyAispFXgYg5AnEW9,2022-09-27T12:58:00+00:00,2022-10-03T16:00:00+00:00,medium,SERVICE_DISRUPTION,asia-east2,Cloud Memorystore,1.0,Hong Kong,3551,,,,,,,
564,625,2022-10-02,Japan,fSKnyAispFXgYg5AnEW9,2022-09-27T12:58:00+00:00,2022-10-03T16:00:00+00:00,medium,SERVICE_DISRUPTION,asia-northeast1,Cloud Memorystore,1.0,Tokyo,3475,,,,,,,
565,626,2022-10-02,South Korea,fSKnyAispFXgYg5AnEW9,2022-09-27T12:58:00+00:00,2022-10-03T16:00:00+00:00,medium,SERVICE_DISRUPTION,asia-northeast3,Cloud Memorystore,1.0,Seoul,3524,,,,,,,
566,627,2022-10-02,India,fSKnyAispFXgYg5AnEW9,2022-09-27T12:58:00+00:00,2022-10-03T16:00:00+00:00,medium,SERVICE_DISRUPTION,asia-south1,Cloud Memorystore,1.0,Mumbai,3474,2022-05-17,2022-10-31,"Arunachal Pradesh, Bihar, Gujarat, Himachal Pradesh, Madhya Pradesh, Maharashtra, Nagaland (Adm1). Cachar, East Khasi Hills, Ri-Bhoi (Adm2). ",Flood,4200000.0,2035.0,1301260.0
567,628,2022-10-02,Singapore,fSKnyAispFXgYg5AnEW9,2022-09-27T12:58:00+00:00,2022-10-03T16:00:00+00:00,medium,SERVICE_DISRUPTION,asia-southeast1,Cloud Memorystore,1.0,Jurong West,3588,,,,,,,
568,629,2022-10-02,Indonesia,fSKnyAispFXgYg5AnEW9,2022-09-27T12:58:00+00:00,2022-10-03T16:00:00+00:00,medium,SERVICE_DISRUPTION,asia-southeast2,Cloud Memorystore,1.0,Jakarta,3490,,,,,,,
569,630,2022-10-02,Australia,fSKnyAispFXgYg5AnEW9,2022-09-27T12:58:00+00:00,2022-10-03T16:00:00+00:00,medium,SERVICE_DISRUPTION,australia-southeast1,Cloud Memorystore,1.0,Sydney,3432,,,,,,,
570,631,2022-10-02,Poland,fSKnyAispFXgYg5AnEW9,2022-09-27T12:58:00+00:00,2022-10-03T16:00:00+00:00,medium,SERVICE_DISRUPTION,europe-central2,Cloud Memorystore,1.0,Warsaw,3512,,,,,,,
571,632,2022-10-02,Finland,fSKnyAispFXgYg5AnEW9,2022-09-27T12:58:00+00:00,2022-10-03T16:00:00+00:00,medium,SERVICE_DISRUPTION,europe-north1,Cloud Memorystore,1.0,Hamina,3622,,,,,,,
572,633,2022-10-02,Spain,fSKnyAispFXgYg5AnEW9,2022-09-27T12:58:00+00:00,2022-10-03T16:00:00+00:00,medium,SERVICE_DISRUPTION,europe-southwest1,Cloud Memorystore,1.0,Madrid,3459,,,,,,,
573,634,2022-10-02,Belgium,fSKnyAispFXgYg5AnEW9,2022-09-27T12:58:00+00:00,2022-10-03T16:00:00+00:00,medium,SERVICE_DISRUPTION,europe-west1,Cloud Memorystore,1.0,St. Ghislain,3449,,,,,,,
574,635,2022-10-02,Germany,fSKnyAispFXgYg5AnEW9,2022-09-27T12:58:00+00:00,2022-10-03T16:00:00+00:00,medium,SERVICE_DISRUPTION,europe-west3,Cloud Memorystore,1.0,Frankfurt,3471,,,,,,,
575,636,2022-10-02,Italy,fSKnyAispFXgYg5AnEW9,2022-09-27T12:58:00+00:00,2022-10-03T16:00:00+00:00,medium,SERVICE_DISRUPTION,europe-west8,Cloud Memorystore,1.0,Milan,3482,,,,,,,
576,637,2022-10-02,United Kingdom,fSKnyAispFXgYg5AnEW9,2022-09-27T12:58:00+00:00,2022-10-03T16:00:00+00:00,medium,SERVICE_DISRUPTION,europe-west2,Cloud Memorystore,1.0,London,3446,,,,,,,
577,638,2022-10-02,Netherlands,fSKnyAispFXgYg5AnEW9,2022-09-27T12:58:00+00:00,2022-10-03T16:00:00+00:00,medium,SERVICE_DISRUPTION,europe-west4,Cloud Memorystore,1.0,Eemshaven,3522,,,,,,,
578,639,2022-10-02,Switzerland,fSKnyAispFXgYg5AnEW9,2022-09-27T12:58:00+00:00,2022-10-03T16:00:00+00:00,medium,SERVICE_DISRUPTION,europe-west6,Cloud Memorystore,1.0,Zurich,3558,,,,,,,
579,640,2022-10-02,France,fSKnyAispFXgYg5AnEW9,2022-09-27T12:58:00+00:00,2022-10-03T16:00:00+00:00,medium,SERVICE_DISRUPTION,europe-west9,Cloud Memorystore,1.0,Paris,3460,,,,,,,
580,641,2022-10-02,Katar,,,,,,,,,,3583,,,,,,,
581,642,2022-10-02,Israel,,,,,,,,,,3500,,,,,,,
582,643,2022-10-02,Canada,fSKnyAispFXgYg5AnEW9,2022-09-27T12:58:00+00:00,2022-10-03T16:00:00+00:00,medium,SERVICE_DISRUPTION,northamerica-northeast1,Cloud Memorystore,1.0,Montréal,3454,,,,,,,
583,644,2022-10-02,Brazil,fSKnyAispFXgYg5AnEW9,2022-09-27T12:58:00+00:00,2022-10-03T16:00:00+00:00,medium,SERVICE_DISRUPTION,southamerica-east1,Cloud Memorystore,1.0,São Paulo,3442,,,,,,,
584,645,2022-10-02,Chile,fSKnyAispFXgYg5AnEW9,2022-09-27T12:58:00+00:00,2022-10-03T16:00:00+00:00,medium,SERVICE_DISRUPTION,southamerica-west1,Cloud Memorystore,1.0,Santiago,3430,,,,,,,
585,646,2022-10-02,USA,fSKnyAispFXgYg5AnEW9,2022-09-27T12:58:00+00:00,2022-10-03T16:00:00+00:00,medium,SERVICE_DISRUPTION,us-central1,Cloud Memorystore,1.0,Council Bluffs,3528,2022-09-28,2022-10-02,"North Carolina (Adm1). Charlotte, Lee (Adm2). ",Storm,100000000.0,152.0,
586,651,2022-10-03,Taiwan,fSKnyAispFXgYg5AnEW9,2022-09-27T12:58:00+00:00,2022-10-03T16:00:00+00:00,medium,SERVICE_DISRUPTION,asia-east1,Cloud Memorystore,1.0,Changhua County,3733,,,,,,,
587,652,2022-10-03,Hong Kong,fSKnyAispFXgYg5AnEW9,2022-09-27T12:58:00+00:00,2022-10-03T16:00:00+00:00,medium,SERVICE_DISRUPTION,asia-east2,Cloud Memorystore,1.0,Hong Kong,3752,,,,,,,
588,653,2022-10-03,Japan,fSKnyAispFXgYg5AnEW9,2022-09-27T12:58:00+00:00,2022-10-03T16:00:00+00:00,medium,SERVICE_DISRUPTION,asia-northeast1,Cloud Memorystore,1.0,Tokyo,3676,,,,,,,
589,654,2022-10-03,South Korea,fSKnyAispFXgYg5AnEW9,2022-09-27T12:58:00+00:00,2022-10-03T16:00:00+00:00,medium,SERVICE_DISRUPTION,asia-northeast3,Cloud Memorystore,1.0,Seoul,3725,,,,,,,
590,655,2022-10-03,India,fSKnyAispFXgYg5AnEW9,2022-09-27T12:58:00+00:00,2022-10-03T16:00:00+00:00,medium,SERVICE_DISRUPTION,asia-south1,Cloud Memorystore,1.0,Mumbai,3675,2022-05-17,2022-10-31,"Arunachal Pradesh, Bihar, Gujarat, Himachal Pradesh, Madhya Pradesh, Maharashtra, Nagaland (Adm1). Cachar, East Khasi Hills, Ri-Bhoi (Adm2). ",Flood,4200000.0,2035.0,1301260.0
591,656,2022-10-03,Singapore,fSKnyAispFXgYg5AnEW9,2022-09-27T12:58:00+00:00,2022-10-03T16:00:00+00:00,medium,SERVICE_DISRUPTION,asia-southeast1,Cloud Memorystore,1.0,Jurong West,3789,,,,,,,
592,657,2022-10-03,Indonesia,fSKnyAispFXgYg5AnEW9,2022-09-27T12:58:00+00:00,2022-10-03T16:00:00+00:00,medium,SERVICE_DISRUPTION,asia-southeast2,Cloud Memorystore,1.0,Jakarta,3691,2022-10-03,2022-10-21,,Flood,,5.0,203.0
593,658,2022-10-03,Australia,fSKnyAispFXgYg5AnEW9,2022-09-27T12:58:00+00:00,2022-10-03T16:00:00+00:00,medium,SERVICE_DISRUPTION,australia-southeast1,Cloud Memorystore,1.0,Sydney,3633,,,,,,,
594,659,2022-10-03,Poland,fSKnyAispFXgYg5AnEW9,2022-09-27T12:58:00+00:00,2022-10-03T16:00:00+00:00,medium,SERVICE_DISRUPTION,europe-central2,Cloud Memorystore,1.0,Warsaw,3713,,,,,,,
595,660,2022-10-03,Finland,fSKnyAispFXgYg5AnEW9,2022-09-27T12:58:00+00:00,2022-10-03T16:00:00+00:00,medium,SERVICE_DISRUPTION,europe-north1,Cloud Memorystore,1.0,Hamina,3823,,,,,,,
596,661,2022-10-03,Spain,fSKnyAispFXgYg5AnEW9,2022-09-27T12:58:00+00:00,2022-10-03T16:00:00+00:00,medium,SERVICE_DISRUPTION,europe-southwest1,Cloud Memorystore,1.0,Madrid,3660,,,,,,,
597,662,2022-10-03,Belgium,fSKnyAispFXgYg5AnEW9,2022-09-27T12:58:00+00:00,2022-10-03T16:00:00+00:00,medium,SERVICE_DISRUPTION,europe-west1,Cloud Memorystore,1.0,St. Ghislain,3650,,,,,,,
598,663,2022-10-03,Germany,fSKnyAispFXgYg5AnEW9,2022-09-27T12:58:00+00:00,2022-10-03T16:00:00+00:00,medium,SERVICE_DISRUPTION,europe-west3,Cloud Memorystore,1.0,Frankfurt,3672,,,,,,,
599,664,2022-10-03,Italy,fSKnyAispFXgYg5AnEW9,2022-09-27T12:58:00+00:00,2022-10-03T16:00:00+00:00,medium,SERVICE_DISRUPTION,europe-west8,Cloud Memorystore,1.0,Milan,3683,,,,,,,
600,665,2022-10-03,United Kingdom,fSKnyAispFXgYg5AnEW9,2022-09-27T12:58:00+00:00,2022-10-03T16:00:00+00:00,medium,SERVICE_DISRUPTION,europe-west2,Cloud Memorystore,1.0,London,3647,,,,,,,
601,666,2022-10-03,Netherlands,fSKnyAispFXgYg5AnEW9,2022-09-27T12:58:00+00:00,2022-10-03T16:00:00+00:00,medium,SERVICE_DISRUPTION,europe-west4,Cloud Memorystore,1.0,Eemshaven,3723,,,,,,,
602,667,2022-10-03,Switzerland,fSKnyAispFXgYg5AnEW9,2022-09-27T12:58:00+00:00,2022-10-03T16:00:00+00:00,medium,SERVICE_DISRUPTION,europe-west6,Cloud Memorystore,1.0,Zurich,3759,,,,,,,
603,668,2022-10-03,France,fSKnyAispFXgYg5AnEW9,2022-09-27T12:58:00+00:00,2022-10-03T16:00:00+00:00,medium,SERVICE_DISRUPTION,europe-west9,Cloud Memorystore,1.0,Paris,3661,,,,,,,
604,669,2022-10-03,Katar,,,,,,,,,,3784,,,,,,,
605,670,2022-10-03,Israel,,,,,,,,,,3701,,,,,,,
606,671,2022-10-03,Canada,fSKnyAispFXgYg5AnEW9,2022-09-27T12:58:00+00:00,2022-10-03T16:00:00+00:00,medium,SERVICE_DISRUPTION,northamerica-northeast1,Cloud Memorystore,1.0,Montréal,3655,,,,,,,
607,672,2022-10-03,Brazil,fSKnyAispFXgYg5AnEW9,2022-09-27T12:58:00+00:00,2022-10-03T16:00:00+00:00,medium,SERVICE_DISRUPTION,southamerica-east1,Cloud Memorystore,1.0,São Paulo,3643,,,,,,,
608,673,2022-10-03,Chile,fSKnyAispFXgYg5AnEW9,2022-09-27T12:58:00+00:00,2022-10-03T16:00:00+00:00,medium,SERVICE_DISRUPTION,southamerica-west1,Cloud Memorystore,1.0,Santiago,3631,,,,,,,
609,674,2022-10-03,USA,fSKnyAispFXgYg5AnEW9,2022-09-27T12:58:00+00:00,2022-10-03T16:00:00+00:00,medium,SERVICE_DISRUPTION,us-central1,Cloud Memorystore,1.0,Council Bluffs,3729,,,,,,,
610,679,2022-10-04,Taiwan,MwqWZK7xGGEXFuKDxFY3,2022-10-04T16:28:42+00:00,2022-10-05T15:39:34+00:00,low,SERVICE_INFORMATION,asia-east1,Multiple Products,2.0,Changhua County,3935,,,,,,,
611,680,2022-10-04,Hong Kong,MwqWZK7xGGEXFuKDxFY3,2022-10-04T16:28:42+00:00,2022-10-05T15:39:34+00:00,low,SERVICE_INFORMATION,asia-east2,Multiple Products,2.0,Hong Kong,3954,,,,,,,
612,681,2022-10-04,Japan,,,,,,,,,,3877,,,,,,,
613,682,2022-10-04,South Korea,,,,,,,,,,3927,,,,,,,
614,683,2022-10-04,India,,,,,,,,,,3876,2022-05-17,2022-10-31,"Arunachal Pradesh, Bihar, Gujarat, Himachal Pradesh, Madhya Pradesh, Maharashtra, Nagaland (Adm1). Cachar, East Khasi Hills, Ri-Bhoi (Adm2). ",Flood,4200000.0,2035.0,1301260.0
615,684,2022-10-04,Singapore,MwqWZK7xGGEXFuKDxFY3,2022-10-04T16:28:42+00:00,2022-10-05T15:39:34+00:00,low,SERVICE_INFORMATION,asia-southeast1,Multiple Products,2.0,Jurong West,3991,,,,,,,
616,685,2022-10-04,Indonesia,,,,,,,,,,3892,2022-10-04,2022-10-09,,Flood,,10.0,40002.0
617,685,2022-10-04,Indonesia,,,,,,,,,,3893,2022-10-03,2022-10-21,,Flood,,5.0,203.0
618,686,2022-10-04,Australia,MwqWZK7xGGEXFuKDxFY3,2022-10-04T16:28:42+00:00,2022-10-05T15:39:34+00:00,low,SERVICE_INFORMATION,australia-southeast1,Multiple Products,2.0,Sydney,3834,,,,,,,
619,687,2022-10-04,Poland,MwqWZK7xGGEXFuKDxFY3,2022-10-04T16:28:42+00:00,2022-10-05T15:39:34+00:00,low,SERVICE_INFORMATION,europe-central2,Multiple Products,2.0,Warsaw,3915,,,,,,,
620,688,2022-10-04,Finland,,,,,,,,,,4025,,,,,,,
621,689,2022-10-04,Spain,,,,,,,,,,3861,,,,,,,
622,690,2022-10-04,Belgium,MwqWZK7xGGEXFuKDxFY3,2022-10-04T16:28:42+00:00,2022-10-05T15:39:34+00:00,low,SERVICE_INFORMATION,europe-west1,Multiple Products,2.0,St. Ghislain,3851,,,,,,,
623,691,2022-10-04,Germany,MwqWZK7xGGEXFuKDxFY3,2022-10-04T16:28:42+00:00,2022-10-05T15:39:34+00:00,low,SERVICE_INFORMATION,europe-west3,Multiple Products,2.0,Frankfurt,3873,,,,,,,
624,692,2022-10-04,Italy,,,,,,,,,,3884,,,,,,,
625,693,2022-10-04,United Kingdom,,,,,,,,,,3848,,,,,,,
626,694,2022-10-04,Netherlands,,,,,,,,,,3925,,,,,,,
627,695,2022-10-04,Switzerland,MwqWZK7xGGEXFuKDxFY3,2022-10-04T16:28:42+00:00,2022-10-05T15:39:34+00:00,low,SERVICE_INFORMATION,europe-west6,Multiple Products,2.0,Zurich,3961,,,,,,,
628,696,2022-10-04,France,,,,,,,,,,3862,,,,,,,
629,697,2022-10-04,Katar,,,,,,,,,,3986,,,,,,,
630,698,2022-10-04,Israel,,,,,,,,,,3903,,,,,,,
631,699,2022-10-04,Canada,,,,,,,,,,3856,,,,,,,
632,700,2022-10-04,Brazil,,,,,,,,,,3844,,,,,,,
633,701,2022-10-04,Chile,,,,,,,,,,3832,,,,,,,
634,702,2022-10-04,USA,MwqWZK7xGGEXFuKDxFY3,2022-10-04T16:28:42+00:00,2022-10-05T15:39:34+00:00,low,SERVICE_INFORMATION,us-central1,Multiple Products,2.0,Council Bluffs,3931,,,,,,,
635,707,2022-10-05,Taiwan,MwqWZK7xGGEXFuKDxFY3,2022-10-04T16:28:42+00:00,2022-10-05T15:39:34+00:00,low,SERVICE_INFORMATION,asia-east1,Multiple Products,2.0,Changhua County,4137,,,,,,,
636,708,2022-10-05,Hong Kong,MwqWZK7xGGEXFuKDxFY3,2022-10-04T16:28:42+00:00,2022-10-05T15:39:34+00:00,low,SERVICE_INFORMATION,asia-east2,Multiple Products,2.0,Hong Kong,4156,,,,,,,
637,709,2022-10-05,Japan,,,,,,,,,,4079,,,,,,,
638,710,2022-10-05,South Korea,,,,,,,,,,4129,,,,,,,
639,711,2022-10-05,India,,,,,,,,,,4078,2022-05-17,2022-10-31,"Arunachal Pradesh, Bihar, Gujarat, Himachal Pradesh, Madhya Pradesh, Maharashtra, Nagaland (Adm1). Cachar, East Khasi Hills, Ri-Bhoi (Adm2). ",Flood,4200000.0,2035.0,1301260.0
640,712,2022-10-05,Singapore,MwqWZK7xGGEXFuKDxFY3,2022-10-04T16:28:42+00:00,2022-10-05T15:39:34+00:00,low,SERVICE_INFORMATION,asia-southeast1,Multiple Products,2.0,Jurong West,4193,,,,,,,
641,713,2022-10-05,Indonesia,,,,,,,,,,4094,2022-10-04,2022-10-09,,Flood,,10.0,40002.0
642,713,2022-10-05,Indonesia,,,,,,,,,,4095,2022-10-03,2022-10-21,,Flood,,5.0,203.0
643,714,2022-10-05,Australia,MwqWZK7xGGEXFuKDxFY3,2022-10-04T16:28:42+00:00,2022-10-05T15:39:34+00:00,low,SERVICE_INFORMATION,australia-southeast1,Multiple Products,2.0,Sydney,4036,,,,,,,
644,715,2022-10-05,Poland,MwqWZK7xGGEXFuKDxFY3,2022-10-04T16:28:42+00:00,2022-10-05T15:39:34+00:00,low,SERVICE_INFORMATION,europe-central2,Multiple Products,2.0,Warsaw,4117,,,,,,,
645,716,2022-10-05,Finland,,,,,,,,,,4227,,,,,,,
646,717,2022-10-05,Spain,,,,,,,,,,4063,,,,,,,
647,718,2022-10-05,Belgium,MwqWZK7xGGEXFuKDxFY3,2022-10-04T16:28:42+00:00,2022-10-05T15:39:34+00:00,low,SERVICE_INFORMATION,europe-west1,Multiple Products,2.0,St. Ghislain,4053,,,,,,,
648,719,2022-10-05,Germany,MwqWZK7xGGEXFuKDxFY3,2022-10-04T16:28:42+00:00,2022-10-05T15:39:34+00:00,low,SERVICE_INFORMATION,europe-west3,Multiple Products,2.0,Frankfurt,4075,,,,,,,
649,720,2022-10-05,Italy,,,,,,,,,,4086,,,,,,,
650,721,2022-10-05,United Kingdom,,,,,,,,,,4050,,,,,,,
651,722,2022-10-05,Netherlands,,,,,,,,,,4127,,,,,,,
652,723,2022-10-05,Switzerland,MwqWZK7xGGEXFuKDxFY3,2022-10-04T16:28:42+00:00,2022-10-05T15:39:34+00:00,low,SERVICE_INFORMATION,europe-west6,Multiple Products,2.0,Zurich,4163,,,,,,,
653,724,2022-10-05,France,,,,,,,,,,4064,,,,,,,
654,725,2022-10-05,Katar,,,,,,,,,,4188,,,,,,,
655,726,2022-10-05,Israel,,,,,,,,,,4105,,,,,,,
656,727,2022-10-05,Canada,,,,,,,,,,4058,,,,,,,
657,728,2022-10-05,Brazil,,,,,,,,,,4046,,,,,,,
658,729,2022-10-05,Chile,,,,,,,,,,4034,,,,,,,
659,730,2022-10-05,USA,MwqWZK7xGGEXFuKDxFY3,2022-10-04T16:28:42+00:00,2022-10-05T15:39:34+00:00,low,SERVICE_INFORMATION,us-central1,Multiple Products,2.0,Council Bluffs,4133,,,,,,,
660,735,2022-10-06,Taiwan,UjJ6XHN6kG69FDiyAfLD,2022-10-06T15:05:05+00:00,2022-10-06T16:21:13+00:00,low,SERVICE_INFORMATION,asia-east1,Google Compute Engine,1.0,Changhua County,4339,,,,,,,
661,736,2022-10-06,Hong Kong,UjJ6XHN6kG69FDiyAfLD,2022-10-06T15:05:05+00:00,2022-10-06T16:21:13+00:00,low,SERVICE_INFORMATION,asia-east2,Google Compute Engine,1.0,Hong Kong,4358,,,,,,,
662,737,2022-10-06,Japan,UjJ6XHN6kG69FDiyAfLD,2022-10-06T15:05:05+00:00,2022-10-06T16:21:13+00:00,low,SERVICE_INFORMATION,asia-northeast1,Google Compute Engine,1.0,Tokyo,4281,,,,,,,
663,738,2022-10-06,South Korea,UjJ6XHN6kG69FDiyAfLD,2022-10-06T15:05:05+00:00,2022-10-06T16:21:13+00:00,low,SERVICE_INFORMATION,asia-northeast3,Google Compute Engine,1.0,Seoul,4331,,,,,,,
664,739,2022-10-06,India,UjJ6XHN6kG69FDiyAfLD,2022-10-06T15:05:05+00:00,2022-10-06T16:21:13+00:00,low,SERVICE_INFORMATION,asia-south1,Google Compute Engine,1.0,Mumbai,4280,2022-05-17,2022-10-31,"Arunachal Pradesh, Bihar, Gujarat, Himachal Pradesh, Madhya Pradesh, Maharashtra, Nagaland (Adm1). Cachar, East Khasi Hills, Ri-Bhoi (Adm2). ",Flood,4200000.0,2035.0,1301260.0
665,740,2022-10-06,Singapore,UjJ6XHN6kG69FDiyAfLD,2022-10-06T15:05:05+00:00,2022-10-06T16:21:13+00:00,low,SERVICE_INFORMATION,asia-southeast1,Google Compute Engine,1.0,Jurong West,4395,,,,,,,
666,741,2022-10-06,Indonesia,UjJ6XHN6kG69FDiyAfLD,2022-10-06T15:05:05+00:00,2022-10-06T16:21:13+00:00,low,SERVICE_INFORMATION,asia-southeast2,Google Compute Engine,1.0,Jakarta,4296,2022-10-04,2022-10-09,,Flood,,10.0,40002.0
667,741,2022-10-06,Indonesia,UjJ6XHN6kG69FDiyAfLD,2022-10-06T15:05:05+00:00,2022-10-06T16:21:13+00:00,low,SERVICE_INFORMATION,asia-southeast2,Google Compute Engine,1.0,Jakarta,4297,2022-10-03,2022-10-21,,Flood,,5.0,203.0
668,742,2022-10-06,Australia,UjJ6XHN6kG69FDiyAfLD,2022-10-06T15:05:05+00:00,2022-10-06T16:21:13+00:00,low,SERVICE_INFORMATION,australia-southeast1,Google Compute Engine,1.0,Sydney,4238,,,,,,,
669,743,2022-10-06,Poland,UjJ6XHN6kG69FDiyAfLD,2022-10-06T15:05:05+00:00,2022-10-06T16:21:13+00:00,low,SERVICE_INFORMATION,europe-central2,Google Compute Engine,1.0,Warsaw,4319,,,,,,,
670,744,2022-10-06,Finland,UjJ6XHN6kG69FDiyAfLD,2022-10-06T15:05:05+00:00,2022-10-06T16:21:13+00:00,low,SERVICE_INFORMATION,europe-north1,Google Compute Engine,1.0,Hamina,4429,,,,,,,
671,745,2022-10-06,Spain,UjJ6XHN6kG69FDiyAfLD,2022-10-06T15:05:05+00:00,2022-10-06T16:21:13+00:00,low,SERVICE_INFORMATION,europe-southwest1,Google Compute Engine,1.0,Madrid,4265,,,,,,,
672,746,2022-10-06,Belgium,UjJ6XHN6kG69FDiyAfLD,2022-10-06T15:05:05+00:00,2022-10-06T16:21:13+00:00,low,SERVICE_INFORMATION,europe-west1,Google Compute Engine,1.0,St. Ghislain,4255,,,,,,,
673,747,2022-10-06,Germany,UjJ6XHN6kG69FDiyAfLD,2022-10-06T15:05:05+00:00,2022-10-06T16:21:13+00:00,low,SERVICE_INFORMATION,europe-west3,Google Compute Engine,1.0,Frankfurt,4277,,,,,,,
674,748,2022-10-06,Italy,UjJ6XHN6kG69FDiyAfLD,2022-10-06T15:05:05+00:00,2022-10-06T16:21:13+00:00,low,SERVICE_INFORMATION,europe-west8,Google Compute Engine,1.0,Milan,4288,,,,,,,
675,749,2022-10-06,United Kingdom,UjJ6XHN6kG69FDiyAfLD,2022-10-06T15:05:05+00:00,2022-10-06T16:21:13+00:00,low,SERVICE_INFORMATION,europe-west2,Google Compute Engine,1.0,London,4252,,,,,,,
676,750,2022-10-06,Netherlands,UjJ6XHN6kG69FDiyAfLD,2022-10-06T15:05:05+00:00,2022-10-06T16:21:13+00:00,low,SERVICE_INFORMATION,europe-west4,Google Compute Engine,1.0,Eemshaven,4329,,,,,,,
677,751,2022-10-06,Switzerland,UjJ6XHN6kG69FDiyAfLD,2022-10-06T15:05:05+00:00,2022-10-06T16:21:13+00:00,low,SERVICE_INFORMATION,europe-west6,Google Compute Engine,1.0,Zurich,4365,,,,,,,
678,752,2022-10-06,France,UjJ6XHN6kG69FDiyAfLD,2022-10-06T15:05:05+00:00,2022-10-06T16:21:13+00:00,low,SERVICE_INFORMATION,europe-west9,Google Compute Engine,1.0,Paris,4266,,,,,,,
679,753,2022-10-06,Katar,,,,,,,,,,4390,,,,,,,
680,754,2022-10-06,Israel,,,,,,,,,,4307,,,,,,,
681,755,2022-10-06,Canada,UjJ6XHN6kG69FDiyAfLD,2022-10-06T15:05:05+00:00,2022-10-06T16:21:13+00:00,low,SERVICE_INFORMATION,northamerica-northeast1,Google Compute Engine,1.0,Montréal,4260,,,,,,,
682,756,2022-10-06,Brazil,UjJ6XHN6kG69FDiyAfLD,2022-10-06T15:05:05+00:00,2022-10-06T16:21:13+00:00,low,SERVICE_INFORMATION,southamerica-east1,Google Compute Engine,1.0,São Paulo,4248,,,,,,,
683,757,2022-10-06,Chile,UjJ6XHN6kG69FDiyAfLD,2022-10-06T15:05:05+00:00,2022-10-06T16:21:13+00:00,low,SERVICE_INFORMATION,southamerica-west1,Google Compute Engine,1.0,Santiago,4236,,,,,,,
684,758,2022-10-06,USA,UjJ6XHN6kG69FDiyAfLD,2022-10-06T15:05:05+00:00,2022-10-06T16:21:13+00:00,low,SERVICE_INFORMATION,us-central1,Google Compute Engine,1.0,Council Bluffs,4335,,,,,,,
685,763,2022-10-07,Taiwan,5Qmw8CdU6NxVRDFohwwT,2022-10-07T13:13:48+00:00,2022-10-07T21:30:03+00:00,low,SERVICE_INFORMATION,asia-east1,Multiple Products,2.0,Changhua County,4541,,,,,,,
686,764,2022-10-07,Hong Kong,5Qmw8CdU6NxVRDFohwwT,2022-10-07T13:13:48+00:00,2022-10-07T21:30:03+00:00,low,SERVICE_INFORMATION,asia-east2,Multiple Products,2.0,Hong Kong,4560,,,,,,,
687,765,2022-10-07,Japan,5Qmw8CdU6NxVRDFohwwT,2022-10-07T13:13:48+00:00,2022-10-07T21:30:03+00:00,low,SERVICE_INFORMATION,asia-northeast1,Multiple Products,2.0,Tokyo,4483,,,,,,,
