,date,Country,Start Date,End Date,Geo Locations,Disaster Type,Total Damages,Total Deaths,Total Affected
66042,2023-08-08,Martinique,,,,,,,
66043,2023-08-08,Mauritania,,,,,,,
66044,2023-08-08,Saint Kitts and Nevis,,,,,,,
66045,2023-08-08,French Polynesia,,,,,,,
66046,2023-08-08,Latvia,,,,,,,
66047,2023-08-08,Mauritius,,,,,,,
66048,2023-08-08,Réunion,,,,,,,
66049,2023-08-08,Jordan,,,,,,,
66050,2023-08-08,Kuwait,,,,,,,
66051,2023-08-08,Lithuania,,,,,,,
66052,2023-08-08,Marshall Islands (the),,,,,,,
66053,2023-08-08,Palau,,,,,,,
66054,2023-08-08,Qatar,,,,,,,
66055,2023-08-08,Moldova (the Republic of),,,,,,,
66056,2023-08-08,Libya,,,,,,,
66057,2023-08-08,Maldives,,,,,,,
66058,2023-08-08,Saint Vincent and the Grenadines,,,,,,,
66059,2023-08-08,Singapore,,,,,,,
66060,2023-08-08,Virgin Island (U.S.),,,,,,,
66061,2023-08-08,Tunisia,,,,,,,
66062,2023-08-08,Turks and Caicos Islands (the),,,,,,,
66063,2023-08-08,Saint Barthélemy,,,,,,,
66064,2023-08-08,Slovakia,,,,,,,
66065,2023-08-08,Chad,,,,,,,
66066,2023-08-08,Virgin Island (British),,,,,,,
66067,2023-08-08,Zambia,,,,,,,
66068,2023-08-08,Montenegro,,,,,,,
66069,2023-08-08,Saint Martin (French Part),,,,,,,
66070,2023-08-08,Sint Maarten (Dutch part),,,,,,,
66071,2023-08-08,Trinidad and Tobago,,,,,,,
66072,2023-08-08,Sweden,,,,,,,
66073,2023-08-08,Samoa,,,,,,,
66074,2023-08-08,Congo (the),,,,,,,
66075,2023-08-08,Bhutan,,,,,,,
66076,2023-08-08,Cyprus,,,,,,,
66077,2023-08-08,Denmark,,,,,,,
66078,2023-08-08,Gambia (the),,,,,,,
66079,2023-08-08,Luxembourg,,,,,,,
66080,2023-08-08,Norway,,,,,,,
66081,2023-08-08,French Guiana,,,,,,,
66082,2023-08-08,Isle of Man,,,,,,,
66083,2023-08-08,Namibia,,,,,,,
66084,2023-08-08,Lesotho,,,,,,,
66085,2023-08-08,New Caledonia,,,,,,,
66086,2023-08-08,Senegal,,,,,,,
66087,2023-08-08,Uzbekistan,,,,,,,
66088,2023-08-08,Slovenia,,,,,,,
66089,2023-08-08,Togo,,,,,,,
66090,2023-08-08,Sao Tome and Principe,,,,,,,
66091,2023-08-08,Canary Is,,,,,,,
66092,2023-08-08,Eswatini,,,,,,,
66093,2023-08-08,Finland,,,,,,,
66094,2023-08-08,Malta,,,,,,,
66095,2023-08-08,Gabon,,,,,,,
66096,2023-08-08,Equatorial Guinea,,,,,,,
66097,2023-08-08,Guam,,,,,,,
66098,2023-08-09,China,,,,,,,
66099,2023-08-09,Dominica,,,,,,,
66100,2023-08-09,Bangladesh,,,,,,,
66101,2023-08-09,Afghanistan,,,,,,,
66102,2023-08-09,Chile,,,,,,,
66103,2023-08-09,Egypt,,,,,,,
66104,2023-08-09,Australia,,,,,,,
66105,2023-08-09,Bahamas (the),,,,,,,
66106,2023-08-09,Angola,,,,,,,
66107,2023-08-09,Albania,,,,,,,
66108,2023-08-09,Côte d’Ivoire,,,,,,,
66109,2023-08-09,Colombia,,,,,,,
66110,2023-08-09,Costa Rica,,,,,,,
66111,2023-08-09,Ecuador,,,,,,,
66112,2023-08-09,Georgia,,,,,,,
66113,2023-08-09,Burkina Faso,,,,,,,
66114,2023-08-09,Brazil,,,,,,,
66115,2023-08-09,Cuba,,,,,,,
66116,2023-08-09,Argentina,,,,,,,
66117,2023-08-09,Central African Republic,,,,,,,
66118,2023-08-09,United Kingdom of Great Britain and Northern Ireland (the),,,,,,,
66119,2023-08-09,Haiti,,,,,,,
66120,2023-08-09,Burundi,,,,,,,
66121,2023-08-09,Belgium,,,,,,,
66122,2023-08-09,Bulgaria,,,,,,,
66123,2023-08-09,Bosnia and Herzegovina,,,,,,,
66124,2023-08-09,Belize,,,,,,,
66125,2023-08-09,Bolivia (Plurinational State of),,,,,,,
66126,2023-08-09,Canada,,,,,,,
66127,2023-08-09,Cameroon,,,,,,,
66128,2023-08-09,Cabo Verde,,,,,,,
66129,2023-08-09,Dominican Republic (the),,,,,,,
66130,2023-08-09,Algeria,,,,,,,
66131,2023-08-09,Spain,,,,,,,
66132,2023-08-09,France,,,,,,,
66133,2023-08-09,Micronesia (Federated States of),,,,,,,
66134,2023-08-09,Ghana,,,,,,,
66135,2023-08-09,Guinea,,,,,,,
66136,2023-08-09,Greece,,,,,,,
66137,2023-08-09,Guatemala,,,,,,,
66138,2023-08-09,Guyana,,,,,,,
66139,2023-08-09,Croatia,,,,,,,
66140,2023-08-09,Fiji,,,,,,,
66141,2023-08-09,Ethiopia,,,,,,,
66142,2023-08-09,Austria,,,,,,,
66143,2023-08-09,Germany,,,,,,,
66144,2023-08-09,Honduras,,,,,,,
66145,2023-08-09,Macedonia (the former Yugoslav Republic of),,,,,,,
66146,2023-08-09,India,,,,,,,
66147,2023-08-09,Japan,,,,,,,
66148,2023-08-09,Madagascar,,,,,,,
66149,2023-08-09,Philippines (the),,,,,,,
66150,2023-08-09,Mexico,,,,,,,
66151,2023-08-09,Malawi,,,,,,,
66152,2023-08-09,Nepal,,,,,,,
66153,2023-08-09,Pakistan,,,,,,,
66154,2023-08-09,Italy,,,,,,,
66155,2023-08-09,Lao People's Democratic Republic (the),,,,,,,
66156,2023-08-09,Sri Lanka,,,,,,,
66157,2023-08-09,Myanmar,,,,,,,
66158,2023-08-09,Malaysia,,,,,,,
66159,2023-08-09,Peru,,,,,,,
66160,2023-08-09,Rwanda,,,,,,,
66161,2023-08-09,Tajikistan,,,,,,,
66162,2023-08-09,Indonesia,,,,,,,
66163,2023-08-09,"Palestine, State of",,,,,,,
66164,2023-08-09,Syrian Arab Republic,,,,,,,
66165,2023-08-09,Ireland,,,,,,,
66166,2023-08-09,Kiribati,,,,,,,
66167,2023-08-09,Oman,,,,,,,
66168,2023-08-09,Solomon Islands,,,,,,,
66169,2023-08-09,Somalia,,,,,,,
66170,2023-08-09,Iran (Islamic Republic of),,,,,,,
66171,2023-08-09,Iraq,,,,,,,
66172,2023-08-09,Israel,,,,,,,
66173,2023-08-09,Kazakhstan,,,,,,,
66174,2023-08-09,Kenya,,,,,,,
66175,2023-08-09,Kyrgyzstan,,,,,,,
66176,2023-08-09,Lebanon,,,,,,,
66177,2023-08-09,Mali,,,,,,,
66178,2023-08-09,Mozambique,,,,,,,
66179,2023-08-09,Nigeria,,,,,,,
66180,2023-08-09,Nicaragua,,,,,,,
66181,2023-08-09,New Zealand,,,,,,,
66182,2023-08-09,Panama,,,,,,,
66183,2023-08-09,Papua New Guinea,,,,,,,
66184,2023-08-09,Poland,,,,,,,
66185,2023-08-09,Korea (the Democratic People's Republic of),,,,,,,
66186,2023-08-09,Portugal,,,,,,,
66187,2023-08-09,Paraguay,,,,,,,
66188,2023-08-09,Romania,,,,,,,
66189,2023-08-09,Russian Federation (the),,,,,,,
66190,2023-08-09,Saudi Arabia,,,,,,,
66191,2023-08-09,Sudan (the),,,,,,,
66192,2023-08-09,Sierra Leone,,,,,,,
66193,2023-08-09,El Salvador,,,,,,,
66194,2023-08-09,Netherlands (the),,,,,,,
66195,2023-08-09,Morocco,,,,,,,
66196,2023-08-09,Korea (the Republic of),,,,,,,
66197,2023-08-09,Liberia,,,,,,,
66198,2023-08-09,Niger (the),,,,,,,
66199,2023-08-09,Thailand,,,,,,,
66200,2023-08-09,United States of America (the),,,,,,,
66201,2023-08-09,Viet Nam,,,,,,,
66202,2023-08-09,Congo (the Democratic Republic of the),,,,,,,
66203,2023-08-09,Turkey,,,,,,,
66204,2023-08-09,Taiwan (Province of China),,,,,,,
66205,2023-08-09,"Tanzania, United Republic of",,,,,,,
66206,2023-08-09,Vanuatu,,,,,,,
66207,2023-08-09,Yemen,,,,,,,
66208,2023-08-09,Zimbabwe,,,,,,,
66209,2023-08-09,Tuvalu,,,,,,,
66210,2023-08-09,Uruguay,,,,,,,
66211,2023-08-09,Venezuela (Bolivarian Republic of),,,,,,,
66212,2023-08-09,Northern Mariana Islands (the),,,,,,,
66213,2023-08-09,Timor-Leste,,,,,,,
66214,2023-08-09,South Sudan,,,,,,,
66215,2023-08-09,Tonga,,,,,,,
66216,2023-08-09,Uganda,,,,,,,
66217,2023-08-09,Ukraine,,,,,,,
66218,2023-08-09,South Africa,,,,,,,
66219,2023-08-09,Serbia,,,,,,,
66220,2023-08-09,Armenia,,,,,,,
66221,2023-08-09,Benin,,,,,,,
66222,2023-08-09,Guadeloupe,,,,,,,
66223,2023-08-09,Hong Kong,,,,,,,
66224,2023-08-09,Belarus,,,,,,,
66225,2023-08-09,Anguilla,,,,,,,
66226,2023-08-09,United Arab Emirates (the),,,,,,,
66227,2023-08-09,Antigua and Barbuda,,,,,,,
66228,2023-08-09,Barbados,,,,,,,
66229,2023-08-09,Botswana,,,,,,,
66230,2023-08-09,Switzerland,,,,,,,
66231,2023-08-09,Czech Republic (the),,,,,,,
66232,2023-08-09,Djibouti,,,,,,,
66233,2023-08-09,Estonia,,,,,,,
66234,2023-08-09,Guinea-Bissau,,,,,,,
66235,2023-08-09,Comoros (the),,,,,,,
66236,2023-08-09,Cambodia,,,,,,,
66237,2023-08-09,Hungary,,,,,,,
66238,2023-08-09,Saint Lucia,,,,,,,
66239,2023-08-09,Jamaica,,,,,,,
66240,2023-08-09,Mongolia,,,,,,,
66241,2023-08-09,Macao,,,,,,,
66242,2023-08-09,Puerto Rico,,,,,,,
66243,2023-08-09,Martinique,,,,,,,
66244,2023-08-09,Mauritania,,,,,,,
66245,2023-08-09,Saint Kitts and Nevis,,,,,,,
66246,2023-08-09,French Polynesia,,,,,,,
66247,2023-08-09,Latvia,,,,,,,
66248,2023-08-09,Mauritius,,,,,,,
66249,2023-08-09,Réunion,,,,,,,
66250,2023-08-09,Jordan,,,,,,,
66251,2023-08-09,Kuwait,,,,,,,
66252,2023-08-09,Lithuania,,,,,,,
66253,2023-08-09,Marshall Islands (the),,,,,,,
66254,2023-08-09,Palau,,,,,,,
66255,2023-08-09,Qatar,,,,,,,
66256,2023-08-09,Moldova (the Republic of),,,,,,,
66257,2023-08-09,Libya,,,,,,,
66258,2023-08-09,Maldives,,,,,,,
66259,2023-08-09,Saint Vincent and the Grenadines,,,,,,,
66260,2023-08-09,Singapore,,,,,,,
66261,2023-08-09,Virgin Island (U.S.),,,,,,,
66262,2023-08-09,Tunisia,,,,,,,
66263,2023-08-09,Turks and Caicos Islands (the),,,,,,,
66264,2023-08-09,Saint Barthélemy,,,,,,,
66265,2023-08-09,Slovakia,,,,,,,
66266,2023-08-09,Chad,,,,,,,
66267,2023-08-09,Virgin Island (British),,,,,,,
66268,2023-08-09,Zambia,,,,,,,
66269,2023-08-09,Montenegro,,,,,,,
66270,2023-08-09,Saint Martin (French Part),,,,,,,
66271,2023-08-09,Sint Maarten (Dutch part),,,,,,,
66272,2023-08-09,Trinidad and Tobago,,,,,,,
66273,2023-08-09,Sweden,,,,,,,
66274,2023-08-09,Samoa,,,,,,,
66275,2023-08-09,Congo (the),,,,,,,
66276,2023-08-09,Bhutan,,,,,,,
66277,2023-08-09,Cyprus,,,,,,,
66278,2023-08-09,Denmark,,,,,,,
66279,2023-08-09,Gambia (the),,,,,,,
66280,2023-08-09,Luxembourg,,,,,,,
66281,2023-08-09,Norway,,,,,,,
66282,2023-08-09,French Guiana,,,,,,,
66283,2023-08-09,Isle of Man,,,,,,,
66284,2023-08-09,Namibia,,,,,,,
66285,2023-08-09,Lesotho,,,,,,,
66286,2023-08-09,New Caledonia,,,,,,,
66287,2023-08-09,Senegal,,,,,,,
66288,2023-08-09,Uzbekistan,,,,,,,
66289,2023-08-09,Slovenia,,,,,,,
66290,2023-08-09,Togo,,,,,,,
66291,2023-08-09,Sao Tome and Principe,,,,,,,
66292,2023-08-09,Canary Is,,,,,,,
66293,2023-08-09,Eswatini,,,,,,,
66294,2023-08-09,Finland,,,,,,,
66295,2023-08-09,Malta,,,,,,,
66296,2023-08-09,Gabon,,,,,,,
66297,2023-08-09,Equatorial Guinea,,,,,,,
66298,2023-08-09,Guam,,,,,,,
66299,2023-08-10,China,,,,,,,
66300,2023-08-10,Dominica,,,,,,,
66301,2023-08-10,Bangladesh,,,,,,,
66302,2023-08-10,Afghanistan,,,,,,,
66303,2023-08-10,Chile,,,,,,,
66304,2023-08-10,Egypt,,,,,,,
66305,2023-08-10,Australia,,,,,,,
66306,2023-08-10,Bahamas (the),,,,,,,
66307,2023-08-10,Angola,,,,,,,
66308,2023-08-10,Albania,,,,,,,
66309,2023-08-10,Côte d’Ivoire,,,,,,,
66310,2023-08-10,Colombia,,,,,,,
66311,2023-08-10,Costa Rica,,,,,,,
66312,2023-08-10,Ecuador,,,,,,,
66313,2023-08-10,Georgia,,,,,,,
66314,2023-08-10,Burkina Faso,,,,,,,
66315,2023-08-10,Brazil,,,,,,,
66316,2023-08-10,Cuba,,,,,,,
66317,2023-08-10,Argentina,,,,,,,
66318,2023-08-10,Central African Republic,,,,,,,
66319,2023-08-10,United Kingdom of Great Britain and Northern Ireland (the),,,,,,,
66320,2023-08-10,Haiti,,,,,,,
66321,2023-08-10,Burundi,,,,,,,
66322,2023-08-10,Belgium,,,,,,,
66323,2023-08-10,Bulgaria,,,,,,,
66324,2023-08-10,Bosnia and Herzegovina,,,,,,,
66325,2023-08-10,Belize,,,,,,,
66326,2023-08-10,Bolivia (Plurinational State of),,,,,,,
66327,2023-08-10,Canada,,,,,,,
66328,2023-08-10,Cameroon,,,,,,,
66329,2023-08-10,Cabo Verde,,,,,,,
66330,2023-08-10,Dominican Republic (the),,,,,,,
66331,2023-08-10,Algeria,,,,,,,
66332,2023-08-10,Spain,,,,,,,
66333,2023-08-10,France,,,,,,,
66334,2023-08-10,Micronesia (Federated States of),,,,,,,
66335,2023-08-10,Ghana,,,,,,,
66336,2023-08-10,Guinea,,,,,,,
66337,2023-08-10,Greece,,,,,,,
66338,2023-08-10,Guatemala,,,,,,,
66339,2023-08-10,Guyana,,,,,,,
66340,2023-08-10,Croatia,,,,,,,
66341,2023-08-10,Fiji,,,,,,,
66342,2023-08-10,Ethiopia,,,,,,,
66343,2023-08-10,Austria,,,,,,,
66344,2023-08-10,Germany,,,,,,,
66345,2023-08-10,Honduras,,,,,,,
66346,2023-08-10,Macedonia (the former Yugoslav Republic of),,,,,,,
66347,2023-08-10,India,,,,,,,
66348,2023-08-10,Japan,,,,,,,
66349,2023-08-10,Madagascar,,,,,,,
66350,2023-08-10,Philippines (the),,,,,,,
66351,2023-08-10,Mexico,,,,,,,
66352,2023-08-10,Malawi,,,,,,,
66353,2023-08-10,Nepal,,,,,,,
66354,2023-08-10,Pakistan,,,,,,,
66355,2023-08-10,Italy,,,,,,,
66356,2023-08-10,Lao People's Democratic Republic (the),,,,,,,
66357,2023-08-10,Sri Lanka,,,,,,,
66358,2023-08-10,Myanmar,,,,,,,
66359,2023-08-10,Malaysia,,,,,,,
66360,2023-08-10,Peru,,,,,,,
66361,2023-08-10,Rwanda,,,,,,,
66362,2023-08-10,Tajikistan,,,,,,,
66363,2023-08-10,Indonesia,,,,,,,
66364,2023-08-10,"Palestine, State of",,,,,,,
66365,2023-08-10,Syrian Arab Republic,,,,,,,
66366,2023-08-10,Ireland,,,,,,,
66367,2023-08-10,Kiribati,,,,,,,
66368,2023-08-10,Oman,,,,,,,
66369,2023-08-10,Solomon Islands,,,,,,,
66370,2023-08-10,Somalia,,,,,,,
66371,2023-08-10,Iran (Islamic Republic of),,,,,,,
66372,2023-08-10,Iraq,,,,,,,
66373,2023-08-10,Israel,,,,,,,
66374,2023-08-10,Kazakhstan,,,,,,,
66375,2023-08-10,Kenya,,,,,,,
66376,2023-08-10,Kyrgyzstan,,,,,,,
66377,2023-08-10,Lebanon,,,,,,,
66378,2023-08-10,Mali,,,,,,,
66379,2023-08-10,Mozambique,,,,,,,
66380,2023-08-10,Nigeria,,,,,,,
66381,2023-08-10,Nicaragua,,,,,,,
66382,2023-08-10,New Zealand,,,,,,,
66383,2023-08-10,Panama,,,,,,,
66384,2023-08-10,Papua New Guinea,,,,,,,
66385,2023-08-10,Poland,,,,,,,
66386,2023-08-10,Korea (the Democratic People's Republic of),,,,,,,
66387,2023-08-10,Portugal,,,,,,,
66388,2023-08-10,Paraguay,,,,,,,
66389,2023-08-10,Romania,,,,,,,
66390,2023-08-10,Russian Federation (the),,,,,,,
66391,2023-08-10,Saudi Arabia,,,,,,,
66392,2023-08-10,Sudan (the),,,,,,,
66393,2023-08-10,Sierra Leone,,,,,,,
66394,2023-08-10,El Salvador,,,,,,,
66395,2023-08-10,Netherlands (the),,,,,,,
66396,2023-08-10,Morocco,,,,,,,
66397,2023-08-10,Korea (the Republic of),,,,,,,
66398,2023-08-10,Liberia,,,,,,,
66399,2023-08-10,Niger (the),,,,,,,
66400,2023-08-10,Thailand,,,,,,,
66401,2023-08-10,United States of America (the),,,,,,,
66402,2023-08-10,Viet Nam,,,,,,,
66403,2023-08-10,Congo (the Democratic Republic of the),,,,,,,
66404,2023-08-10,Turkey,,,,,,,
66405,2023-08-10,Taiwan (Province of China),,,,,,,
66406,2023-08-10,"Tanzania, United Republic of",,,,,,,
66407,2023-08-10,Vanuatu,,,,,,,
66408,2023-08-10,Yemen,,,,,,,
66409,2023-08-10,Zimbabwe,,,,,,,
66410,2023-08-10,Tuvalu,,,,,,,
66411,2023-08-10,Uruguay,,,,,,,
66412,2023-08-10,Venezuela (Bolivarian Republic of),,,,,,,
66413,2023-08-10,Northern Mariana Islands (the),,,,,,,
66414,2023-08-10,Timor-Leste,,,,,,,
66415,2023-08-10,South Sudan,,,,,,,
66416,2023-08-10,Tonga,,,,,,,
66417,2023-08-10,Uganda,,,,,,,
66418,2023-08-10,Ukraine,,,,,,,
66419,2023-08-10,South Africa,,,,,,,
66420,2023-08-10,Serbia,,,,,,,
66421,2023-08-10,Armenia,,,,,,,
66422,2023-08-10,Benin,,,,,,,
66423,2023-08-10,Guadeloupe,,,,,,,
66424,2023-08-10,Hong Kong,,,,,,,
66425,2023-08-10,Belarus,,,,,,,
66426,2023-08-10,Anguilla,,,,,,,
66427,2023-08-10,United Arab Emirates (the),,,,,,,
66428,2023-08-10,Antigua and Barbuda,,,,,,,
66429,2023-08-10,Barbados,,,,,,,
66430,2023-08-10,Botswana,,,,,,,
66431,2023-08-10,Switzerland,,,,,,,
66432,2023-08-10,Czech Republic (the),,,,,,,
66433,2023-08-10,Djibouti,,,,,,,
66434,2023-08-10,Estonia,,,,,,,
66435,2023-08-10,Guinea-Bissau,,,,,,,
66436,2023-08-10,Comoros (the),,,,,,,
66437,2023-08-10,Cambodia,,,,,,,
66438,2023-08-10,Hungary,,,,,,,
66439,2023-08-10,Saint Lucia,,,,,,,
66440,2023-08-10,Jamaica,,,,,,,
66441,2023-08-10,Mongolia,,,,,,,
66442,2023-08-10,Macao,,,,,,,
66443,2023-08-10,Puerto Rico,,,,,,,
66444,2023-08-10,Martinique,,,,,,,
66445,2023-08-10,Mauritania,,,,,,,
66446,2023-08-10,Saint Kitts and Nevis,,,,,,,
66447,2023-08-10,French Polynesia,,,,,,,
66448,2023-08-10,Latvia,,,,,,,
66449,2023-08-10,Mauritius,,,,,,,
66450,2023-08-10,Réunion,,,,,,,
66451,2023-08-10,Jordan,,,,,,,
66452,2023-08-10,Kuwait,,,,,,,
66453,2023-08-10,Lithuania,,,,,,,
66454,2023-08-10,Marshall Islands (the),,,,,,,
66455,2023-08-10,Palau,,,,,,,
66456,2023-08-10,Qatar,,,,,,,
66457,2023-08-10,Moldova (the Republic of),,,,,,,
66458,2023-08-10,Libya,,,,,,,
66459,2023-08-10,Maldives,,,,,,,
66460,2023-08-10,Saint Vincent and the Grenadines,,,,,,,
66461,2023-08-10,Singapore,,,,,,,
66462,2023-08-10,Virgin Island (U.S.),,,,,,,
66463,2023-08-10,Tunisia,,,,,,,
66464,2023-08-10,Turks and Caicos Islands (the),,,,,,,
66465,2023-08-10,Saint Barthélemy,,,,,,,
66466,2023-08-10,Slovakia,,,,,,,
66467,2023-08-10,Chad,,,,,,,
66468,2023-08-10,Virgin Island (British),,,,,,,
66469,2023-08-10,Zambia,,,,,,,
66470,2023-08-10,Montenegro,,,,,,,
66471,2023-08-10,Saint Martin (French Part),,,,,,,
66472,2023-08-10,Sint Maarten (Dutch part),,,,,,,
66473,2023-08-10,Trinidad and Tobago,,,,,,,
66474,2023-08-10,Sweden,,,,,,,
66475,2023-08-10,Samoa,,,,,,,
66476,2023-08-10,Congo (the),,,,,,,
66477,2023-08-10,Bhutan,,,,,,,
66478,2023-08-10,Cyprus,,,,,,,
66479,2023-08-10,Denmark,,,,,,,
66480,2023-08-10,Gambia (the),,,,,,,
66481,2023-08-10,Luxembourg,,,,,,,
66482,2023-08-10,Norway,,,,,,,
66483,2023-08-10,French Guiana,,,,,,,
66484,2023-08-10,Isle of Man,,,,,,,
66485,2023-08-10,Namibia,,,,,,,
66486,2023-08-10,Lesotho,,,,,,,
66487,2023-08-10,New Caledonia,,,,,,,
66488,2023-08-10,Senegal,,,,,,,
66489,2023-08-10,Uzbekistan,,,,,,,
66490,2023-08-10,Slovenia,,,,,,,
66491,2023-08-10,Togo,,,,,,,
66492,2023-08-10,Sao Tome and Principe,,,,,,,
66493,2023-08-10,Canary Is,,,,,,,
66494,2023-08-10,Eswatini,,,,,,,
66495,2023-08-10,Finland,,,,,,,
66496,2023-08-10,Malta,,,,,,,
66497,2023-08-10,Gabon,,,,,,,
66498,2023-08-10,Equatorial Guinea,,,,,,,
66499,2023-08-10,Guam,,,,,,,
66500,2023-08-11,China,,,,,,,
66501,2023-08-11,Dominica,,,,,,,
66502,2023-08-11,Bangladesh,,,,,,,
66503,2023-08-11,Afghanistan,,,,,,,
66504,2023-08-11,Chile,,,,,,,
66505,2023-08-11,Egypt,,,,,,,
66506,2023-08-11,Australia,,,,,,,
66507,2023-08-11,Bahamas (the),,,,,,,
66508,2023-08-11,Angola,,,,,,,
66509,2023-08-11,Albania,,,,,,,
66510,2023-08-11,Côte d’Ivoire,,,,,,,
66511,2023-08-11,Colombia,,,,,,,
66512,2023-08-11,Costa Rica,,,,,,,
66513,2023-08-11,Ecuador,,,,,,,
66514,2023-08-11,Georgia,,,,,,,
66515,2023-08-11,Burkina Faso,,,,,,,
66516,2023-08-11,Brazil,,,,,,,
66517,2023-08-11,Cuba,,,,,,,
66518,2023-08-11,Argentina,,,,,,,
66519,2023-08-11,Central African Republic,,,,,,,
66520,2023-08-11,United Kingdom of Great Britain and Northern Ireland (the),,,,,,,
66521,2023-08-11,Haiti,,,,,,,
66522,2023-08-11,Burundi,,,,,,,
66523,2023-08-11,Belgium,,,,,,,
66524,2023-08-11,Bulgaria,,,,,,,
66525,2023-08-11,Bosnia and Herzegovina,,,,,,,
66526,2023-08-11,Belize,,,,,,,
66527,2023-08-11,Bolivia (Plurinational State of),,,,,,,
66528,2023-08-11,Canada,,,,,,,
66529,2023-08-11,Cameroon,,,,,,,
66530,2023-08-11,Cabo Verde,,,,,,,
66531,2023-08-11,Dominican Republic (the),,,,,,,
66532,2023-08-11,Algeria,,,,,,,
66533,2023-08-11,Spain,,,,,,,
66534,2023-08-11,France,,,,,,,
66535,2023-08-11,Micronesia (Federated States of),,,,,,,
66536,2023-08-11,Ghana,,,,,,,
66537,2023-08-11,Guinea,,,,,,,
66538,2023-08-11,Greece,,,,,,,
66539,2023-08-11,Guatemala,,,,,,,
66540,2023-08-11,Guyana,,,,,,,
66541,2023-08-11,Croatia,,,,,,,
66542,2023-08-11,Fiji,,,,,,,
66543,2023-08-11,Ethiopia,,,,,,,
66544,2023-08-11,Austria,,,,,,,
66545,2023-08-11,Germany,,,,,,,
66546,2023-08-11,Honduras,,,,,,,
66547,2023-08-11,Macedonia (the former Yugoslav Republic of),,,,,,,
66548,2023-08-11,India,,,,,,,
66549,2023-08-11,Japan,,,,,,,
66550,2023-08-11,Madagascar,,,,,,,
66551,2023-08-11,Philippines (the),,,,,,,
66552,2023-08-11,Mexico,,,,,,,
66553,2023-08-11,Malawi,,,,,,,
66554,2023-08-11,Nepal,,,,,,,
66555,2023-08-11,Pakistan,,,,,,,
66556,2023-08-11,Italy,,,,,,,
66557,2023-08-11,Lao People's Democratic Republic (the),,,,,,,
66558,2023-08-11,Sri Lanka,,,,,,,
66559,2023-08-11,Myanmar,,,,,,,
66560,2023-08-11,Malaysia,,,,,,,
66561,2023-08-11,Peru,,,,,,,
66562,2023-08-11,Rwanda,,,,,,,
66563,2023-08-11,Tajikistan,,,,,,,
66564,2023-08-11,Indonesia,,,,,,,
66565,2023-08-11,"Palestine, State of",,,,,,,
66566,2023-08-11,Syrian Arab Republic,,,,,,,
66567,2023-08-11,Ireland,,,,,,,
66568,2023-08-11,Kiribati,,,,,,,
66569,2023-08-11,Oman,,,,,,,
66570,2023-08-11,Solomon Islands,,,,,,,
66571,2023-08-11,Somalia,,,,,,,
66572,2023-08-11,Iran (Islamic Republic of),,,,,,,
66573,2023-08-11,Iraq,,,,,,,
66574,2023-08-11,Israel,,,,,,,
66575,2023-08-11,Kazakhstan,,,,,,,
66576,2023-08-11,Kenya,,,,,,,
66577,2023-08-11,Kyrgyzstan,,,,,,,
66578,2023-08-11,Lebanon,,,,,,,
66579,2023-08-11,Mali,,,,,,,
66580,2023-08-11,Mozambique,,,,,,,
66581,2023-08-11,Nigeria,,,,,,,
66582,2023-08-11,Nicaragua,,,,,,,
66583,2023-08-11,New Zealand,,,,,,,
66584,2023-08-11,Panama,,,,,,,
66585,2023-08-11,Papua New Guinea,,,,,,,
66586,2023-08-11,Poland,,,,,,,
66587,2023-08-11,Korea (the Democratic People's Republic of),,,,,,,
66588,2023-08-11,Portugal,,,,,,,
66589,2023-08-11,Paraguay,,,,,,,
66590,2023-08-11,Romania,,,,,,,
66591,2023-08-11,Russian Federation (the),,,,,,,
66592,2023-08-11,Saudi Arabia,,,,,,,
66593,2023-08-11,Sudan (the),,,,,,,
66594,2023-08-11,Sierra Leone,,,,,,,
66595,2023-08-11,El Salvador,,,,,,,
66596,2023-08-11,Netherlands (the),,,,,,,
66597,2023-08-11,Morocco,,,,,,,
66598,2023-08-11,Korea (the Republic of),,,,,,,
66599,2023-08-11,Liberia,,,,,,,
66600,2023-08-11,Niger (the),,,,,,,
66601,2023-08-11,Thailand,,,,,,,
66602,2023-08-11,United States of America (the),,,,,,,
66603,2023-08-11,Viet Nam,,,,,,,
66604,2023-08-11,Congo (the Democratic Republic of the),,,,,,,
66605,2023-08-11,Turkey,,,,,,,
66606,2023-08-11,Taiwan (Province of China),,,,,,,
66607,2023-08-11,"Tanzania, United Republic of",,,,,,,
66608,2023-08-11,Vanuatu,,,,,,,
66609,2023-08-11,Yemen,,,,,,,
66610,2023-08-11,Zimbabwe,,,,,,,
66611,2023-08-11,Tuvalu,,,,,,,
66612,2023-08-11,Uruguay,,,,,,,
66613,2023-08-11,Venezuela (Bolivarian Republic of),,,,,,,
66614,2023-08-11,Northern Mariana Islands (the),,,,,,,
66615,2023-08-11,Timor-Leste,,,,,,,
66616,2023-08-11,South Sudan,,,,,,,
66617,2023-08-11,Tonga,,,,,,,
66618,2023-08-11,Uganda,,,,,,,
66619,2023-08-11,Ukraine,,,,,,,
66620,2023-08-11,South Africa,,,,,,,
66621,2023-08-11,Serbia,,,,,,,
66622,2023-08-11,Armenia,,,,,,,
66623,2023-08-11,Benin,,,,,,,
66624,2023-08-11,Guadeloupe,,,,,,,
66625,2023-08-11,Hong Kong,,,,,,,
66626,2023-08-11,Belarus,,,,,,,
